Same/Different,API Name,API Party,API Place,API Candidate Code,Mz Legal Name,Mz Other Names,Mz URL,Mz Parties Ever,Mz Aspirant Ever,Mz Politician Ever,Mz ID
Same,EPHRAIM MWANGI MAINA,THE NATIONAL ALLIANCE,NYERI (county),3D838050-9F67-E211-8158-00505687000D,Ephraim Mwangi Maina,Ephraim Mwangi Maina,http://info.mzalendo.com/person/ephraim-maina/,"Safina Party Of Kenya, The National Alliance (TNA)",Aspirant Senator at Nyandarua (County 2013-),Member of Parliament at Mathira (Constituency 2007-2013),75
Same,CHRISTOPHER NDARATHI MURUNGARU,DEMOCRATIC PARTY OF KENYA,NYERI (county),C898C1E6-486D-E211-A5C8-005056870012,Christopher Ndarathi Murungaru,Christopher Ndarathi Murungaru,http://info.mzalendo.com/person/christopher-murungaru/,"Democratic Party, National Rainbow Coalition",Aspirant Senator at Nyeri (County 2013-),,227
Same (post vying for missing),SAMMY PRISA LESHORE,UNITED REPUBLICAN PARTY,SAMBURU (county),BF5485EE-3569-E211-9497-005056870012,Sammy Prisa Leshore,Sammy Prisa Leshore,http://info.mzalendo.com/person/sammy-leshore/,Kenya African National Union,,,349
Same,MAISON LESHOOMO,THE NATIONAL ALLIANCE,SAMBURU (county),FC30257B-7C69-E211-B91E-005056870012,Maison Leshoomo,Maison Leshoomo,http://info.mzalendo.com/person/maison-leshoomo/,"Party of National Unity, The National Alliance (TNA)",Aspirant Women representative at Trans-Nzoia (County 2013-),Nominated Member of Parliament at None,379
Same,AGNES SALOME AWUOR,,SIAYA (county),CEA44DC3-3F6C-E211-A5C8-005056870012,Agnes Salome Awuor,Agnes Salome Awuor,http://info.mzalendo.com/person/agnes-salome-awuor/,,Aspirant Senator at Siaya (County 2013-),,430
Same,JAMES AGGREY BOB ORENGO,ORANGE DEMOCRATIC MOVEMENT,SIAYA (county),7E9CBEA9-486C-E211-A5C8-005056870012,Aggrey James Orengo,Aggrey James Orengo,http://info.mzalendo.com/person/james-orengo/,Orange Democratic Movement,"Aspirant Senator at Siaya (County 2013-), Aspirant Senator at Siaya (County 2013-)",Member of Parliament at Ugenya (Constituency 2007-2013),129
Same,DANSON MWAZO MWAKULEGWA,ORANGE DEMOCRATIC MOVEMENT,TAITA TAVETA (county),F68DE430-166C-E211-A5C8-005056870012,Danson Mwazo Mwakulegwa,Danson Mwazo Mwakulegwa,http://info.mzalendo.com/person/danson-mwazo/,Orange Democratic Movement,Aspirant Senator at Taita Taveta (County 2013-),Member of Parliament at Voi (Constituency 2007-2013),101
Same,DANSON BUYA  MUNGATANA,THE NATIONAL ALLIANCE,TANA RIVER (county),D2828050-9F67-E211-8158-00505687000D,Danson Buya Mungatana,Danson Buya Mungatana,http://info.mzalendo.com/person/danson-mungatana/,"NARC - Kenya, The National Alliance (TNA)",Aspirant Governor at Tana River (County 2013-),Member of Parliament at Garsen (Constituency 2007-2013),185
Same,FRANCIS NYAMU KAGWIMA,ORANGE DEMOCRATIC MOVEMENT,THARAKA - NITHI (county),9E29FE72-536D-E211-A5C8-005056870012,Francis Nyamu Kagwima,Francis Nyamu Kagwima,http://info.mzalendo.com/person/francis-kagwima/,"Ford Asili, Orange Democratic Movement",Aspirant Senator at Tharaka-Nithi (County 2013-),,286
Same (post vying for missing),NOAH MAHALANG'ANG'A WEKESA,ORANGE DEMOCRATIC MOVEMENT,TRANS NZOIA (county),E6A1F234-516D-E211-A5C8-005056870012,Noah Mahalang'ang'a Wekesa,Noah Mahalang'ang'a Wekesa,http://info.mzalendo.com/person/noah-wekesa/,"Forum For The Restoration Of Democracy - Kenya, Kenya African National Union, National Rainbow Coalition, Party of National Unity",,Member of Parliament at Kwanza (Constituency 2007-2013),209
Same,KIPRUTO RONO KIRWA,NEW FORD KENYA,TRANS NZOIA (county),2A21F7C6-176D-E211-A5C8-005056870012,Kipruto Rono Kirwa,Kipruto Rono Kirwa,http://info.mzalendo.com/person/kipruto-kirwa/,"Kenya African National Union, National Rainbow Coalition, New Ford Kenya",Aspirant Senator at Trans-Nzoia (County 2013-),,311
Same (post vying for missing),DAVIS WAFULA NAKITARE,WIPER DEMOCRATIC MOVEMENT- KENYA,TRANS NZOIA (county),D8CB1755-8E6C-E211-A5C8-005056870012,Davis Wafula Nakitare,Davis Wafula Nakitare,http://info.mzalendo.com/person/davis-nakitare/,National Rainbow Coalition,,,348
Same,MARGARET JEPKOECH KAMAR,ORANGE DEMOCRATIC MOVEMENT,UASIN GISHU (county),BC28A099-B46C-E211-A5C8-005056870012,Margaret Jepkoech Kamar,Margaret Jepkoech Kamar,http://info.mzalendo.com/person/margaret-kamar/,Orange Democratic Movement,"Aspirant Governor at Uasin Gishu (County 2013-), Aspirant Governor at Uasin Gishu (County 2013-)",Member of Parliament at Eldoret East (Constituency 2007-2013),33
Same,ABRAHAM KIPSANG KIPTANUI,KENYA AFRICAN NATIONAL UNION,UASIN GISHU (county),354A24AF-DB66-E211-A3B9-00505687000D,Abraham Kiptanui,Abraham Kiptanui,http://info.mzalendo.com/person/abraham-kiptanui/,Kenya African National Union,Aspirant Senator at Uasin Gishu (County 2013-),,445
Same (post vying for missing),GEORGE KHANIRI,UNITED DEMOCRATIC FORUM PARTY,VIHIGA (county),66FDDF49-836B-E211-A5C8-005056870012,George Munyasa khaniri,George Munyasa khaniri,http://info.mzalendo.com/person/george-khaniri/,Orange Democratic Movement,,Member of Parliament at Hamisi (Constituency 2007-2013),171
Same,SAMUEL LOSURON POGHISIO,UNITED REPUBLICAN PARTY,WEST POKOT (county),C15485EE-3569-E211-9497-005056870012,Samuel Losuron Poghisio,Samuel Losuron Poghisio,http://info.mzalendo.com/person/samuel-poghisio/,"Kenya African National Union, Orange Democratic Movement Party Of Kenya, United Republican Party (URP)",Aspirant Senator at West Pokot (County 2013-),Member of Parliament at Kacheliba (Constituency 2007-2013),202
Same,JOHN KROP LONYANGAPUO,KENYA AFRICAN NATIONAL UNION,WEST POKOT (county),344A24AF-DB66-E211-A3B9-00505687000D,John Krop Lonyangapuo,John Krop Lonyangapuo,http://info.mzalendo.com/person/john-lonyangapuo/,Kenya African National Union,Aspirant Governor at West Pokot (County 2013-),,447
Same (post vying for missing),JULIUS RECHA MURGOR,ORANGE DEMOCRATIC MOVEMENT,WEST POKOT (county),3CDFE037-7C6B-E211-A5C8-005056870012,Julius Recha Murgor,Julius Recha Murgor,http://info.mzalendo.com/person/julius-murgor/,Orange Democratic Movement,,Member of Parliament at Kapenguria (Constituency 2007-2013),90
Same,BENJAMIN KIPKIRUI LANGAT,UNITED REPUBLICAN PARTY,AINAMOI (constituency),D450BC2D-3669-E211-9497-005056870012,Benjamin Kipkirui Langat,Benjamin Kipkirui Langat,http://info.mzalendo.com/person/benjamin-langat/,"Orange Democratic Movement, United Republican Party (URP)",Aspirant MP at Ainamoi (Constituency 2013-),Member of Parliament at Ainamoi (Constituency 2007-2013),384
Same,SALLY JEMNGETICH KOSGEI,ORANGE DEMOCRATIC MOVEMENT,ALDAI (constituency),0720ABDA-486C-E211-A5C8-005056870012,Sally Jepngetich Kosgei,Sally Jepngetich Kosgei,http://info.mzalendo.com/person/sally-kosgei/,Orange Democratic Movement,Aspirant MP at Aldai (Constituency 2013-),Member of Parliament at Aldai (Constituency 2007-2013),59
Same,EDWIN OCHIENG YINDA,ORANGE DEMOCRATIC MOVEMENT,ALEGO USONGA (constituency),48DB7C65-A96B-E211-A5C8-005056870012,Edwin Ochieng Yinda,Edwin Ochieng Yinda,http://info.mzalendo.com/person/edwin-yinda/,Orange Democratic Movement,Aspirant MP at Alego Usonga (Constituency 2013-),Member of Parliament at Alego (Constituency 2007-2013),154
Same (post vying for missing),SAMMY ARTHUR WEYA,NATIONAL AGENDA PARTY OF KENYA,ALEGO USONGA (constituency),552C763A-D766-E211-A3B9-00505687000D,Sammy Arthur Weya,Sammy Arthur Weya,http://info.mzalendo.com/person/sammy-weya/,National Rainbow Coalition,,,304
Same (post vying for missing),SAMMY SILAS KOMEN MWAITA,UNITED REPUBLICAN PARTY,BARINGO CENTRAL (constituency),59F58BF4-3569-E211-9497-005056870012,Sammy Sila Komen Mwaita,Sammy Sila Komen Mwaita,http://info.mzalendo.com/person/sammy-mwaita/,Orange Democratic Movement,,Member of Parliament at Baringo Central (Constituency 2007-2013),100
Same,SIMON NYAUNDI OGARI,ORANGE DEMOCRATIC MOVEMENT,BOMACHOGE CHACHE (constituency),1959A9E9-BC6B-E211-A5C8-005056870012,Simon Ogari Arama,Simon Ogari Arama,http://info.mzalendo.com/person/simon-ogari/,Orange Democratic Movement,,Member of Parliament at Bomachoge (Constituency 2007-2013),385
Same,CHARLES ONYANCHA,ORANGE DEMOCRATIC MOVEMENT,BONCHARI (constituency),8C7FF096-486C-E211-A5C8-005056870012,Charles Onyancha,Charles Onyancha,http://info.mzalendo.com/person/charles-onyancha/,Orange Democratic Movement,Aspirant MP at Bonchari (Constituency 2013-),Member of Parliament at Bonchari (Constituency 2007-2013),126
Same (post vying for missing),RAPHAEL  BITTA  SAUTI WANJALA,UNITED DEMOCRATIC FORUM PARTY,BUDALANGI (constituency),A690DF45-4E6C-E211-A5C8-005056870012,Raphael Wanjala,Raphael Wanjala,http://info.mzalendo.com/person/raphael-wanjala/,National Rainbow Coalition,,,287
Same (switched parties?),SYLVESTER WAKOLI BIFWOLI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,BUMULA (constituency),58E21315-0269-E211-9497-005056870012,Sylvester Wakoli Bifwoli,Sylvester Wakoli Bifwoli,http://info.mzalendo.com/person/wakoli-bifwoli/,"Ford Kenya, Party of National Unity","Aspirant MP at Bumula (Constituency 2013-), Aspirant President at Kenya (Country)",Member of Parliament at Bumula (Constituency 2007-2013),208
Same,ALI WARIO,THE NATIONAL ALLIANCE,BURA (constituency),72C0C867-A067-E211-8158-00505687000D,Ali Wario,,http://info.mzalendo.com/person/ali-wario/,"Kenya African National Union, The National Alliance (TNA)",Aspirant MP at Bura (Ward 2013-),,252
Same (switched parties?),NUH NASSIR ABDI,WIPER DEMOCRATIC MOVEMENT- KENYA,BURA (constituency),3C2A2269-8E6C-E211-A5C8-005056870012,Nuh Nassir Abdi,Nuh Nassir Abdi,http://info.mzalendo.com/person/Nuh-Abdi/,Orange Democratic Movement Party Of Kenya,,Member of Parliament at Bura (Constituency 2007-2013),114
Same (switched parties?),ELIJAH KIPTARBEI LAGAT,UNITED REPUBLICAN PARTY,CHESUMEI (constituency),D150BC2D-3669-E211-9497-005056870012,Elijah Kiptarbei Lagat,Elijah Kiptarbei Lagat,http://info.mzalendo.com/person/elijah-lagat/,"Orange Democratic Movement, United Republican Party (URP)",Aspirant MP at Chesumei (Constituency 2013-),Member of Parliament at Emgwen (Constituency 2007-2013),64
Different,ABDI  ALI MOHAMED,THE NATIONAL ALLIANCE,DADAAB (constituency),69E69B11-7C69-E211-B91E-005056870012,Abdi Mohamud Mohamed,,http://info.mzalendo.com/person/abdi-mohamed/,Kenya African National Union,,,261
Different,HUSSEIN FARAH MOHAMED,WIPER DEMOCRATIC MOVEMENT- KENYA,DADAAB (constituency),2666BDD8-946B-E211-A5C8-005056870012,Hussein Maalim Mohamed,,http://info.mzalendo.com/person/hussein-mohamed/,Kenya African National Union,,,394
Same,ANDREW KAMAU NJOROGE,NARC-KENYA,DAGORETTI SOUTH (constituency),C4632C93-6366-E211-A3B9-00505687000D,Andrew Njoroge,Andrew Njoroge,http://info.mzalendo.com/person/andrew-njoroge/,NARC - Kenya,Aspirant MP at Dagoretti South (Constituency 2013-),,490
Same (post vying for missing),MOSES K LESSONET,UNITED REPUBLICAN PARTY,ELDAMA RAVINE (constituency),CA5485EE-3569-E211-9497-005056870012,Moses Lessonet,Moses Lessonet,http://info.mzalendo.com/person/moses-lessonet/,Orange Democratic Movement,,Member of Parliament at Eldama Ravine (Constituency 2007-2013),67
Same,MUSA CHERUTICH SIRMA,ORANGE DEMOCRATIC MOVEMENT,ELDAMA RAVINE (constituency),9666EC69-416C-E211-A5C8-005056870012,Musa Cherutich Sirma,Musa Cherutich Sirma,http://info.mzalendo.com/person/musa-sirma/,Orange Democratic Movement,Aspirant MP at Eldama Ravine (Constituency 2013-),Nominated Member of Parliament at None,312
Different,JOHN  NDIRANGU KARIUKI,THE NATIONAL ALLIANCE,EMBAKASI CENTRAL (constituency),EE729C26-7C69-E211-B91E-005056870012,John Ngata Kariuki,,http://info.mzalendo.com/person/john-kariuki/,Ford Asili,,,37
Same,WILBER KHASILWA OTTICHILO,ORANGE DEMOCRATIC MOVEMENT,EMUHAYA (constituency),F62B6787-DC6B-E211-A5C8-005056870012,Wilber Ottichilo Khasilwa,,http://info.mzalendo.com/person/wilber-ottichilo/,Orange Democratic Movement,Aspirant MP at Emuhaya (Constituency 2013-),Member of Parliament at Emuhaya (Constituency 2007-2013),131
Same,PAUL NYONGESA OTUOMA,ORANGE DEMOCRATIC MOVEMENT,FUNYULA (constituency),78D92E34-766C-E211-A5C8-005056870012,Paul Nyongesa Otuoma,Paul Nyongesa Otuoma,http://info.mzalendo.com/person/Paul-Otuoma/,Orange Democratic Movement,Aspirant MP at Funyula (Constituency 2013-),Member of Parliament at Funyula (Constituency 2007-2013),132
Same,DHADHO GADDAE GODHANA,ORANGE DEMOCRATIC MOVEMENT,GALOLE (constituency),89380272-DA6D-E211-A5C8-005056870012,Dhadho Gaddae Godhana,Dhadho Gaddae Godhana,http://info.mzalendo.com/person/Dhadho-Godhana/,Orange Democratic Movement,Aspirant MP at Galole (Constituency 2013-),Member of Parliament at Galole (Constituency 2007-2013),23
Same,ADEN BARE DUALE,UNITED REPUBLICAN PARTY,GARISSA TOWNSHIP (constituency),AC72AF45-6C6C-E211-A5C8-005056870012,Aden Bare Duale,Aden Bare Duale,http://info.mzalendo.com/person/Aden-duale/,"Orange Democratic Movement, United Republican Party (URP)",Aspirant MP at Garissa Township (Constituency 2013-),Member of Parliament at Dujis (Constituency 2007-2013),15
Same (post vying for missing),CLEMENT KUNGU WAIBARA,PEOPLES PARTY OF KENYA,GATUNDU NORTH (constituency),81923704-7B69-E211-B91E-005056870012,Clement Kung'u Waibara,Clement Kung'u Waibara,http://info.mzalendo.com/person/clement-waibara/,Party of Independent Candidates of Kenya (PICK),,Member of Parliament at Gatundu North (Constituency 2007-2013),146
Same,WASHINGTON JAKOYO MIDIWO,ORANGE DEMOCRATIC MOVEMENT,GEM (constituency),CE7330FF-A16B-E211-A5C8-005056870012,Washington Jakoyo Midiwo,Washington Jakoyo Midiwo,http://info.mzalendo.com/person/Jakoyo-midiwo/,Orange Democratic Movement,Aspirant MP at Gem (Constituency 2013-),Member of Parliament at Gem (Constituency 2007-2013),184
Same (post vying for missing),PETER NJOROGE BAIYA,THE NATIONAL ALLIANCE,GITHUNGURI (constituency),66838050-9F67-E211-8158-00505687000D,Peter Njoroge Baiya,Peter Njoroge Baiya,http://info.mzalendo.com/person/peter-baiya/,Safina Party Of Kenya,,Member of Parliament at Githunguri (Constituency 2007-2013),8
Same (post vying for missing),MARTIN OTIENO OGINDO,FEDERAL PARTY OF KENYA,HOMA BAY TOWN (constituency),7C21744F-AE6B-E211-A5C8-005056870012,Martin Otieno Ogindo,Martin Otieno Ogindo,http://info.mzalendo.com/person/martin-ogindo/,Orange Democratic Movement,,Member of Parliament at Rangwe (Constituency 2007-2013),120
Same,FRANKLIN MITHIKA LINTURI,THE NATIONAL ALLIANCE,IGEMBE SOUTH (constituency),2AD8A1FB-A067-E211-8158-00505687000D,Franklin Mithika Linturi,Franklin Mithika Linturi,http://info.mzalendo.com/person/Franklin-linturi/,"Kenya African National Union, The National Alliance (TNA)",Aspirant MP at Igembe South (Constituency 2013-),Member of Parliament at Igembe South (Constituency 2007-2013),69
Same,SOPHIA ABDI NOOR,UNITED REPUBLICAN PARTY,IJARA (constituency),A3FA8127-3669-E211-9497-005056870012,Sophia Abdi Noor,Sophia Abdi Noor,http://info.mzalendo.com/person/sophia-noor/,"Orange Democratic Movement, United Republican Party (URP)",Aspirant MP at Ijara  (Constituency 2013-),Nominated Member of Parliament at None,375
Same (post vying for missing),LEWIS NGANGA NGUYAI,NATIONAL RAINBOW COALITION,KABETE (constituency),1384ECBB-3E6C-E211-A5C8-005056870012,Lewis Nganga Nguyai,Lewis Nganga Nguyai,http://info.mzalendo.com/person/lewis-nguyai/,Party of National Unity,,Member of Parliament at Kikuyu (Constituency 2007-2013),113
Same,JOSEPH KASAINE NKAISSERY,ORANGE DEMOCRATIC MOVEMENT,KAJIADO CENTRAL (constituency),87A61CBD-486C-E211-A5C8-005056870012,Joseph Kasaine Ole Nkaissery,Joseph Kasaine Ole Nkaissery,http://info.mzalendo.com/person/joseph-nkaissery/,Orange Democratic Movement,"Aspirant MP at Kajiado Central (Constituency 2013-), Aspirant MP at Kajiado Central (Constituency 2013-)",Member of Parliament at Kajiado Central (Constituency 2007-2013),192
Same (post vying for missing),MOSES SOMOINE OLE SAKUDA,THE NATIONAL ALLIANCE,KAJIADO WEST (constituency),1138EDD7-9B67-E211-8158-00505687000D,Moses Somoine ole Sakuda,Moses Somoine ole Sakuda,http://info.mzalendo.com/person/moses-ole-sakuda/,The National Alliance (TNA),,Member of Parliament at Kajiado North (Constituency 2007-2013),442
Same,YUSUF HASSAN ABDI,THE NATIONAL ALLIANCE,KAMUKUNJI (constituency),EB529B2C-7C69-E211-B91E-005056870012,Yusuf Hassan Abdi,Yusuf Hassan Abdi,http://info.mzalendo.com/person/yusuf-hassan-abdi/,"Party of National Unity, The National Alliance (TNA)",Aspirant MP at Kamukunji (Constituency 2013-),Member of Parliament at Kamukunji (Constituency 2007-2013),398
Same (switched parties?),JAMES MAINA KAMAU,DEMOCRATIC PARTY OF KENYA,KANDARA (constituency),B160075C-C866-E211-A3B9-00505687000D,James Maina Kamau,James Maina Kamau,http://info.mzalendo.com/person/Maina-kamau/,Party of National Unity,,Member of Parliament at Kandara (Constituency 2007-2013),34
Same (post vying for missing),JAMES GORDON KWANYA REGE,ORANGE DEMOCRATIC MOVEMENT,KARACHUONYO (constituency),ADD4E7C5-3669-E211-9497-005056870012,James Kwanya Rege,James Kwanya Rege,http://info.mzalendo.com/person/james-rege/,Orange Democratic Movement,,Member of Parliament at Karachuonyo (Constituency 2007-2013),135
Same,JOSEPH O. MAGWANGA,ORANGE DEMOCRATIC MOVEMENT,KASIPUL (constituency),988B3EDA-BE6B-E211-A5C8-005056870012,Joseph Oyugi Magwanga,,http://info.mzalendo.com/person/joseph-magwanga/,Orange Democratic Movement,,Member of Parliament at Kasipul Kabondo (Constituency 2007-2013),73
Same,DUNSON MUTUKU MUTISO,RESTORE AND BUILD KENYA,KATHIANI (constituency),775CCD40-5A66-E211-A3B9-00505687000D,Dunson Mutiso,Dunson Mutiso,http://info.mzalendo.com/person/dunson-mutiso/,,Aspirant MP at Kathiani (Constituency 2007-2013),,409
Same,JACKSON KIPLAGAT KIPTANUI,UNITED REPUBLICAN PARTY,KEIYO SOUTH (constituency),5CF58BF4-3569-E211-9497-005056870012,Jackson Kiplagat Kiptanui,Jackson Kiplagat Kiptanui,http://info.mzalendo.com/person/jackson-kiptanui/,"Orange Democratic Movement, United Republican Party (URP)",Aspirant MP at Keiyo South (Constituency 2013-),Member of Parliament at Keiyo South (Constituency 2007-2013),52
Same (post vying for missing),DAVID KIPTANUI KOROS,KENYA AFRICAN NATIONAL UNION,KESSES (constituency),81E17E2C-DB69-E211-B91E-005056870012,David Kiptanui Koros,David Kiptanui Koros,http://info.mzalendo.com/person/david-koros/,Kenya African National Union,,,314
Same (Post vying for not listed),JULIUS ARUNGAH,FEDERAL PARTY OF KENYA,KHWISERO (constituency),623A09A4-686C-E211-A5C8-005056870012,Julius Odenyo Arungah,,http://info.mzalendo.com/person/julius-arungah/,National Rainbow Coalition,,,292
Same (post vying for missing),EVANS BULIMO AKULA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,KHWISERO (constituency),7F66141B-0269-E211-9497-005056870012,Evans Bulimo Akula,Evans Bulimo Akula,http://info.mzalendo.com/person/evans-akula/,Orange Democratic Movement,,Member of Parliament at Khwisero (Constituency 2007-2013),4
Same ,JESSICA NDUKU KIKO MBALU,WIPER DEMOCRATIC MOVEMENT- KENYA,KIBWEZI EAST (constituency),1586C22B-8E6C-E211-A5C8-005056870012,Jessica N. Mbalu,,http://info.mzalendo.com/person/jessica-mbalu/,,Aspirant MP at Kibwezi East (Constituency 2013-),,432
Same,JAMLECK IRUNGU KAMAU,THE NATIONAL ALLIANCE,KIGUMO (constituency),CA7D3677-9F67-E211-8158-00505687000D,Jamleck Irungu Kamau,Jamleck Irungu Kamau,http://info.mzalendo.com/person/jamleck-kamau/,"Party of National Unity, The National Alliance (TNA)",Aspirant MP at Kigumo (Constituency 2013-),Member of Parliament at Kigumo (Constituency 2007-2013),35
Same,BARNABAS MUTURI C. MWANGI,GRAND NATIONAL UNION,KIHARU (constituency),2AF3A76B-BB66-E211-A3B9-00505687000D,Barnabas Muturi C. Mwangi,Barnabas Muturi C. Mwangi,http://info.mzalendo.com/person/barnabas-mwangi/,"Grand National Union, Party of National Unity",Aspirant MP at Kiharu (Constituency 2013-),Member of Parliament at Kiharu (Constituency 2007-2013),102
Same,VISCOUNT JAMES KIMATHI,DEMOCRATIC PARTY OF KENYA,KIKUYU (constituency),7C60075C-C866-E211-A3B9-00505687000D,Viscount James Kimathi,Viscount James Kimathi,http://info.mzalendo.com/person/viscount-kimathi/,"Democratic Party, Kenya African National Union",Aspirant MP at Kikuyu (Constituency 2013-),,237
Same (post vying for missing),GIDEON SITELU KONCHELLA,UNITED REPUBLICAN PARTY,KILGORIS (constituency),5EF4D733-3669-E211-9497-005056870012,Gideon Sitelu Konchella,Gideon Sitelu Konchella,http://info.mzalendo.com/person/gideon-konchella/,Party of National Unity,,Member of Parliament at Kilgoris (Constituency 2007-2013),322
Same,BENEDICT FONDO  GUNDA,CHAMA CHA UZALENDO,KILIFI SOUTH (constituency),5C53DB25-B567-E211-8158-00505687000D,Benedict Fondo Gunda,,http://info.mzalendo.com/person/benedict-gunda/,"Chama Cha Uzalendo, Orange Democratic Movement",Aspirant MP at Kilifi South (Constituency 2013-),Member of Parliament at Bahari (Constituency 2007-2013),25
Same,SAMUEL GONZI RAI,THE NATIONAL ALLIANCE,KINANGO (constituency),52910520-A86C-E211-A5C8-005056870012,Samuel Gonzi Rai,Samuel Gonzi Rai,http://info.mzalendo.com/person/samuel-rai/,"Ford People, Kenya African National Union, The National Alliance (TNA)",Aspirant MP at Kinango (Constituency 2013-),Member of Parliament at Kinango (Constituency 2007-2013),203
Same (post vying for missing),JOSEPH GACHOKI GITARI,THE NATIONAL ALLIANCE,KIRINYAGA CENTRAL (constituency),5B838050-9F67-E211-8158-00505687000D,Joseph Gachoki Gitari,Joseph Gachoki Gitari,http://info.mzalendo.com/person/joseph-gitari/,Party of National Unity,,Member of Parliament at Kirinyaga Central (Constituency 2007-2013),388
Same,ANANIA MWASAMBU MWABOZA,UNITED REPUBLICAN PARTY,KISAUNI (constituency),245FA7AF-F16D-E211-A5C8-005056870012,Anania Mwasambu Mwaboza,Anania Mwasambu Mwaboza,http://info.mzalendo.com/person/anania-mwaboza/,"National Rainbow Coalition, United Republican Party (URP)",Aspirant MP at Kisauni (Constituency 2013-),,243
Same (post vying for missing),JOHN OLAGO ALUOCH,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,KISUMU WEST (constituency),5266141B-0269-E211-9497-005056870012,John Olago Aluoch,John Olago Aluoch,http://info.mzalendo.com/person/john-aluoch/,Orange Democratic Movement,,Member of Parliament at Kisumu Town West (Constituency 2007-2013),5
Same (post vying for missing),CHARLES MUTISYA NYAMAI,WIPER DEMOCRATIC MOVEMENT- KENYA,KITUI RURAL (constituency),E2344583-866C-E211-A5C8-005056870012,Charles Mutisya Nyamai,Charles Mutisya Nyamai,http://info.mzalendo.com/person/charles-nyamai/,National Rainbow Coalition,,Member of Parliament at Kitui West (Constituency 2007-2013),115
Same (Post vying for not listed),JIMMY NURU ONDIEKI ANGWENYI,THE NATIONAL ALLIANCE,KITUTU CHACHE NORTH (constituency),0C0D0FED-9E67-E211-8158-00505687000D,Jimmy Nuru Ondieki Angwenyi,Jimmy Angwenyi,http://info.mzalendo.com/person/jimmy-angwenyi/,Ford People,,,326
Same,RICHARD MOMOIMA ONYONKA,ORANGE DEMOCRATIC MOVEMENT,KITUTU CHACHE SOUTH (constituency),A42C2E05-556C-E211-A5C8-005056870012,Richard Momoima Onyonka,Richard Momoima Onyonka,http://info.mzalendo.com/person/richard-onyonka/,People's Democratic Party (PDP),Aspirant MP at Kitutu Chache South (Constituency 2013-),Member of Parliament at Kitutu Chache (Constituency 2007-2013),128
