Place Name,Place Type,Race Type,Old?,Alternative Names To Add,Existing Aspirant Person URL,Existing Aspirant Position ID,Existing Aspirant Person ID,Existing Aspirant External ID,Existing Aspirant Legal Name,Existing Aspirant Other Names,API Normalized Name,API Code,Action
,,,,,http://localhost:8000/person/joseph-meruaki-muthari/,8003,1576,38D8A1FB-A067-E211-8158-00505687000D,Joseph Meruaki Muthari,,JOSEPH MERUAKI MUTHARI,38D8A1FB-A067-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/mmithiaru-ntoitha/,8005,1577,3201B5AE-C466-E211-A3B9-00505687000D,M'Mithiaru Ntoitha,,M'MITHIARU NTOITHA,3201B5AE-C466-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/richard-maoka-maore/,8007,1578,7FA61CBD-486C-E211-A5C8-005056870012,Richard Maoka Maore,,RICHARD MAOKA MAORE,7FA61CBD-486C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/samuel-ngore-mwirambura/,8009,1579,87923704-7B69-E211-B91E-005056870012,Samuel Ngore Mwirambura,,SAMUEL NGORE MWIRAMBURA,87923704-7B69-E211-B91E-005056870012,
,,,Old,Richard Maoka Maore,http://localhost:8000/person/maoka-maore/,5637,284,,Richard Maoka Maore,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
KIENI,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/anthony-njoroge-wainaina/,8495,1817,F48348AE-BB66-E211-A3B9-00505687000D,Anthony Njoroge Wainaina,,ANTHONY NJOROGE WAINAINA,F48348AE-BB66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/james-mathenge-kanini-kega/,8487,1813,847D3677-9F67-E211-8158-00505687000D,James Mathenge Kanini Kega,,JAMES MATHENGE KANINI KEGA,847D3677-9F67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/jecinta-wanjira-wahome/,8489,1814,EA00B5AE-C466-E211-A3B9-00505687000D,Jecinta Wanjira Wahome,,JECINTA WANJIRA WAHOME,EA00B5AE-C466-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/john-mwangi-mwai/,8493,1816,63FC947D-0767-E211-A3B9-00505687000D,John Mwangi Mwai,,JOHN MWANGI MWAI,63FC947D-0767-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/mary-wambui-kibe/,8497,1818,EB745B25-9C6B-E211-A5C8-005056870012,Mary Wambui Kibe,,MARY WAMBUI KIBE,EB745B25-9C6B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/muchiri-kiuma-maina/,8499,1819,6D923704-7B69-E211-B91E-005056870012,Muchiri Kiuma Maina,,MUCHIRI KIUMA MAINA,6D923704-7B69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/nemesyus-warugongo/,8491,1815,9B60075C-C866-E211-A3B9-00505687000D,Nemesyus Warugongo,,NEMESYUS WARUGONGO,9B60075C-C866-E211-A3B9-00505687000D,
,,,Old,Nemesyus Warugongo,http://localhost:8000/person/nemesius-warugongo/,5546,150,,Nemesius Warugongo,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
KILIFI NORTH,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/deche-kashero/,8558,1848,88C0C867-A067-E211-8158-00505687000D,Deche Kashero,,DECHE KASHERO,88C0C867-A067-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/ephie-chari-wesa/,8572,1855,E29A8416-A56C-E211-A5C8-005056870012,Ephie Chari Wesa,,EPHIE CHARI WESA,E29A8416-A56C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/joe-khamisi/,8562,1850,61F4D733-3669-E211-9497-005056870012,Joe Khamisi,,JOE KHAMISI,61F4D733-3669-E211-9497-005056870012,
,,,,,http://localhost:8000/person/joe-ndundi-tete/,8556,1847,617AB9F7-9467-E211-8158-00505687000D,Joe Ndundi Tete,,JOE NDUNDI TETE,617AB9F7-9467-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/joseph-brown-mwangome-katoi-chillumoh/,8570,1854,FC53DB25-B567-E211-8158-00505687000D,Joseph Brown Mwangome Katoi Chillumoh,,JOSEPH BROWN MWANGOME KATOI CHILLUMOH,FC53DB25-B567-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/maitha-gideon-mungaro/,8568,1853,8E7FF096-486C-E211-A5C8-005056870012,Maitha Gideon Mungaro,,MAITHA GIDEON MUNGARO,8E7FF096-486C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/moses-bilahi-mrabu/,8564,1851,B7544DEE-A56C-E211-A5C8-005056870012,Moses Bilahi M'Rabu,,MOSES BILAHI M'RABU,B7544DEE-A56C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/rebson-dzala-washe/,8566,1852,4DE21315-0269-E211-9497-005056870012,Rebson Dzala Washe,,REBSON DZALA WASHE,4DE21315-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/samwel-mwangala-njagi/,8560,1849,A3203305-C966-E211-A3B9-00505687000D,Samwel Mwangala Njagi,,SAMWEL MWANGALA NJAGI,A3203305-C966-E211-A3B9-00505687000D,
,,,Old,Maitha Gideon Mungaro,http://localhost:8000/person/gideon-maitha/,5627,76,,Gideon Mung'aro Maitha,Gideon Maitha,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
KISUMU EAST,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/benson-ambuti-adega/,8750,1944,B3AC54DE-9E67-E211-8158-00505687000D,Benson Ambuti Adega,,BENSON AMBUTI ADEGA,B3AC54DE-9E67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/irene-adhiambo-onunga/,8752,1945,ABFA8127-3669-E211-9497-005056870012,Irene Adhiambo Onunga,,IRENE ADHIAMBO ONUNGA,ABFA8127-3669-E211-9497-005056870012,
,,,,,http://localhost:8000/person/mary-atieno-anyango/,8756,1947,20FC947D-0767-E211-A3B9-00505687000D,Mary Atieno Anyango,,MARY ATIENO ANYANGO,20FC947D-0767-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/richard-dick-ogendo/,8754,1946,5366141B-0269-E211-9497-005056870012,Richard Dick Ogendo,,RICHARD DICK OGENDO,5366141B-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/shakeel-shabbir-a-ahmed/,8758,1948,F8BF14AE-8E6B-E211-A5C8-005056870012,Shakeel Shabbir A. Ahmed,,SHAKEEL SHABBIR A. AHMED,F8BF14AE-8E6B-E211-A5C8-005056870012,
,,,Old,Shakeel Shabbir A. Ahmed,http://localhost:8000/person/Shakeel-Shabbir/,5657,140,,Ahmed Shakeel Shabbir Ahmed,Shakeel Shabbir,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
KITUTU CHACHE SOUTH,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/antoney-kibagendi-nyamwaro/,8884,2009,5EBFF8E2-3E6C-E211-A5C8-005056870012,Antoney Kibagendi Nyamwaro,,ANTONEY KIBAGENDI NYAMWARO,5EBFF8E2-3E6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/dennis-onkware-omweri/,8882,2008,05701A7E-C466-E211-A3B9-00505687000D,Dennis Onkware Omweri,,DENNIS ONKWARE OMWERI,05701A7E-C466-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/gilbert-ongaki-manyura/,8876,2005,1F0D0FED-9E67-E211-8158-00505687000D,Gilbert Ongaki Manyura,,GILBERT ONGAKI MANYURA,1F0D0FED-9E67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/james-kegoro-onkangi/,8890,2012,894A24AF-DB66-E211-A3B9-00505687000D,James Kegoro Onkangi,,JAMES KEGORO ONKANGI,894A24AF-DB66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/james-ogutu/,8880,2007,ACA91EB7-D366-E211-A3B9-00505687000D,James Ogutu,,JAMES OGUTU,ACA91EB7-D366-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/justus-onsongo-mochoge/,8878,2006,8F46B4E1-8569-E211-B91E-005056870012,Justus Onsongo Mochoge,,JUSTUS ONSONGO MOCHOGE,8F46B4E1-8569-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/leo-obweri-matundura/,8888,2011,4C66141B-0269-E211-9497-005056870012,Leo Obweri Matundura,,LEO OBWERI MATUNDURA,4C66141B-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/leonard-gwaro-mwamba/,8896,2014,5BE626DE-366C-E211-A5C8-005056870012,Leonard Gwaro Mwamba,,LEONARD GWARO MWAMBA,5BE626DE-366C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/ooga-don-bosco-gichana/,8894,2013,4011B438-D866-E211-A3B9-00505687000D,Ooga Don Bosco Gichana,,OOGA DON BOSCO GICHANA,4011B438-D866-E211-A3B9-00505687000D,
,,,,[delpos],http://localhost:8000/person/richard-onyonka/,8892,128,A42C2E05-556C-E211-A5C8-005056870012,Richard Momoima Onyonka,Richard Onyonka,RICHARD MOMOIMA ONYONKA,A42C2E05-556C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/samuel-kebati-osoro/,8886,2010,18C6DA91-5A6C-E211-A5C8-005056870012,Samuel Kebati Osoro,,SAMUEL KEBATI OSORO,18C6DA91-5A6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/samwel-kenani-omwando/,8898,2015,EA62D082-F366-E211-A3B9-00505687000D,Samwel Kenani Omwando,,SAMWEL KENANI OMWANDO,EA62D082-F366-E211-A3B9-00505687000D,
,,,Old,,http://localhost:8000/person/richard-onyonka/,5670,128,,Richard Momoima Onyonka,Richard Onyonka,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
KWANZA,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/amos-barasa-wabuge/,9001,2064,86C3F6FC-1F6A-E211-B91E-005056870012,Amos Barasa Wabuge,,AMOS BARASA WABUGE,86C3F6FC-1F6A-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/dickson-silomeloh-barasa/,8997,2063,975CCD40-5A66-E211-A3B9-00505687000D,Dickson Silomeloh Barasa,,DICKSON SILOMELOH BARASA,975CCD40-5A66-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/ferdinard-kevin-wanyonyi/,9003,2065,7366141B-0269-E211-9497-005056870012,Ferdinard Kevin Wanyonyi,,FERDINARD KEVIN WANYONYI,7366141B-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/nicholas-omooria-nyakeri/,9007,2067,C262D082-F366-E211-A3B9-00505687000D,Nicholas Omooria Nyakeri,,NICHOLAS OMOORIA NYAKERI,C262D082-F366-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/phillemon-basara-busolo/,9005,2066,1F69F915-D866-E211-A3B9-00505687000D,Phillemon Basara Busolo,,PHILLEMON BASARA BUSOLO,1F69F915-D866-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/richard-kamondah-chesebeh/,8995,2062,81C0C867-A067-E211-8158-00505687000D,Richard Kamondah Chesebeh,,RICHARD KAMONDAH CHESEBEH,81C0C867-A067-E211-8158-00505687000D,
,,,,[delpos],http://localhost:8000/person/abraham-korir-singoei/,8999,459,AAC45239-3569-E211-9497-005056870012,Abraham Korir Singoei,,,,
,,,Old,ABRAHAM KORIR SING'OEI,http://localhost:8000/person/abraham-korir-singoei/,5336,459,,Abraham Korir Singoei,,,,
,,,,,,,,,,,ABRAHAM KORIR SING'OEI,AAC45239-3569-E211-9497-005056870012,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MAKADARA,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/anthony-koinange/,37854,12545,,Anthony Koinange,,ANTHONY KOINANGE,C86AC86F-3D6C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/benson-mutura-kangara/,37850,12543,,Benson Mutura Kangara,,BENSON MUTURA KANGARA,F0729C26-7C69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/consolata-wairimu-kivuti/,37858,12547,,Consolata Wairimu Kivuti,,CONSOLATA WAIRIMU KIVUTI,60BA660D-836B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/george-aladwa-omwera/,37860,12548,,George Aladwa Omwera,,GEORGE ALADWA OMWERA,1A381458-8F6B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/grace-atieno-omondi/,37848,12542,,Grace Atieno Omondi,,GRACE ATIENO OMONDI,C8632C93-6366-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/lindy-ajiambo-wafula/,37846,12541,,Lindy Ajiambo Wafula,,LINDY AJIAMBO WAFULA,2AB6EA99-DB69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/patrick-orenga-angasa/,37856,12546,,Patrick Orenga Angasa,,PATRICK ORENGA ANGASA,E10A1FE8-8569-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/teri-hudson-mwarisha/,37852,12544,,Teri Hudson Mwarisha,,TERI HUDSON MWARISHA,ACB9DC2F-8E6B-E211-A5C8-005056870012,
,,,Old,[endpos],http://localhost:8000/person/sonia-birdi/,5454,481,,Sonia Birdi,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MBEERE SOUTH,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/geoffrey-kingangi-muturi/,9570,2341,0A01B5AE-C466-E211-A3B9-00505687000D,Geoffrey Kingangi Muturi,,GEOFFREY KINGANGI MUTURI,0A01B5AE-C466-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/hesbon-erasmus-mwangi/,9580,2346,EF1FABDA-486C-E211-A5C8-005056870012,Hesbon Erasmus Mwangi,,HESBON ERASMUS MWANGI,EF1FABDA-486C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/jonathan-magara-juma/,9572,2342,9EFA8127-3669-E211-9497-005056870012,Jonathan Magara Juma,,JONATHAN MAGARA JUMA,9EFA8127-3669-E211-9497-005056870012,
,,,Old,,http://localhost:8000/person/mutava-musyimi/,5149,95,F65CE7D1-9B67-E211-8158-00505687000D,Mutava Musyimi,Mutava Musyimi,MUTAVA MUSYIMI,F65CE7D1-9B67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/nebart-bernard-muriuki/,9568,2340,5AE25A3D-606C-E211-A5C8-005056870012,Nebart Bernard Muriuki,,NEBART BERNARD MURIUKI,5AE25A3D-606C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/peter-mwaniki-kiura/,9574,2343,B45AB16B-566C-E211-A5C8-005056870012,Peter Mwaniki Kiura,,PETER MWANIKI KIURA,B45AB16B-566C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/robert-mugo-muriuki/,9578,2345,9F2D7046-656C-E211-A5C8-005056870012,Robert Mugo Muriuki,,ROBERT MUGO MURIUKI,9F2D7046-656C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/sebastian-ndaru-njiru/,9576,2344,F9BBC332-326C-E211-A5C8-005056870012,Sebastian Ndaru Njiru,,SEBASTIAN NDARU NJIRU,F9BBC332-326C-E211-A5C8-005056870012,
,,,Old,Geoffrey Kingangi Muturi,http://localhost:8000/person/geoffrey-kingangi/,5242,446,,Geoffrey Muturi King'ang'i,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
MOYALE,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/abdikadir-sharif-abo/,9652,2379,5B66141B-0269-E211-9497-005056870012,Abdikadir Sharif Abo,,ABDIKADIR SHARIF ABO,5B66141B-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/bacho-abdi-roba/,9650,2378,8AE2BA8D-DB69-E211-B91E-005056870012,Bacho Abdi Roba,,BACHO ABDI ROBA,8AE2BA8D-DB69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/did-peter-boru/,9648,2377,B3FA8127-3669-E211-9497-005056870012,Did Peter Boru,,DID PETER BORU,B3FA8127-3669-E211-9497-005056870012,
,,,,,http://localhost:8000/person/guyo-waqo-jaldesa/,9646,2376,63E69B11-7C69-E211-B91E-005056870012,Guyo Waqo Jaldesa,,GUYO WAQO JALDESA,63E69B11-7C69-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/roba-sharu-duba/,9654,2380,4E2A86A2-886B-E211-A5C8-005056870012,Roba Sharu Duba,,ROBA SHARU DUBA,4E2A86A2-886B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/siad-alio-ibrahim/,9656,2381,7CA61CBD-486C-E211-A5C8-005056870012,Siad Alio Ibrahim,,SIAD ALIO IBRAHIM,7CA61CBD-486C-E211-A5C8-005056870012,
,,,Old,[endpos],http://localhost:8000/person/roba-duba-bonaya/,5251,425,,Roba Duba Bonaya,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
NDHIWA,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/aghostinho-neto-oyugi/,10012,2557,B81EA370-E26D-E211-A5C8-005056870012,Aghostinho Neto Oyugi,,AGHOSTINHO NETO OYUGI,B81EA370-E26D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/benard-owuor-otieno/,10014,2558,A9F3EAC9-E26D-E211-A5C8-005056870012,Benard Owuor Otieno,,BENARD OWUOR OTIENO,A9F3EAC9-E26D-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/duncan-jomo-osodo/,10006,2554,8FC3F6FC-1F6A-E211-B91E-005056870012,Duncan Jomo Osodo,,DUNCAN JOMO OSODO,8FC3F6FC-1F6A-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/johnson-oyugi-oduru/,10010,2556,69727624-C866-E211-A3B9-00505687000D,Johnson Oyugi Oduru,,JOHNSON OYUGI ODURU,69727624-C866-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/martin-peters-owino/,10008,2555,4966141B-0269-E211-9497-005056870012,Martin Peters Owino,,MARTIN PETERS OWINO,4966141B-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/maurice-okoth-odhiambo/,10002,2552,D40C0FED-9E67-E211-8158-00505687000D,Maurice Okoth Odhiambo,,MAURICE OKOTH ODHIAMBO,D40C0FED-9E67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/robinson-mireje-onyando/,10004,2553,BBABD209-E36D-E211-A5C8-005056870012,Robinson Mireje Onyando,,ROBINSON MIREJE ONYANDO,BBABD209-E36D-E211-A5C8-005056870012,
,,,Old,Aghostinho Neto Oyugi,http://localhost:8000/person/augostinho-neto-oyugi/,5660,444,,Augostinho Neto Oyugi,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
RARIEDA,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/drjoseph-arung-okweso/,10267,2681,6A66141B-0269-E211-9497-005056870012,Dr.Joseph Arung Okweso,,DR.JOSEPH ARUNG OKWESO,6A66141B-0269-E211-9497-005056870012,
,,,,,http://localhost:8000/person/george-otieno-juma/,10265,2680,3A5B1935-9C67-E211-8158-00505687000D,George Otieno Juma,,GEORGE OTIENO JUMA,3A5B1935-9C67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/nicolas-o-gumbo/,10269,2682,2831F532-3A6C-E211-A5C8-005056870012,Nicolas O Gumbo,,NICOLAS O GUMBO,2831F532-3A6C-E211-A5C8-005056870012,
,,,Old,Nicolas O Gumbo,http://localhost:8000/person/nicholas-gumbo/,5656,24,,Nicholas Gumbo,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
RONGO,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/asher-obuola-dande/,10293,2693,C0A30DF3-9E67-E211-8158-00505687000D,Asher Obuola Dande,,ASHER OBUOLA DANDE,C0A30DF3-9E67-E211-8158-00505687000D,
,,,,,http://localhost:8000/person/dalmas-otieno-anyango/,10299,2696,263C2F9C-B26B-E211-A5C8-005056870012,Dalmas Otieno Anyango,,DALMAS OTIENO ANYANGO,263C2F9C-B26B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/eric-otieno-amuka/,10301,2697,1611B438-D866-E211-A3B9-00505687000D,Eric Otieno Amuka,,ERIC OTIENO AMUKA,1611B438-D866-E211-A3B9-00505687000D,
,,,,,http://localhost:8000/person/odalo-makojuando-abuor/,10303,2698,FBB0F1BC-AF6B-E211-A5C8-005056870012,Odalo Mak'Ojuando Abuor,,ODALO MAK'OJUANDO ABUOR,FBB0F1BC-AF6B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/oluoch-adis/,10297,2695,4CFCCB61-396C-E211-A5C8-005056870012,Oluoch Adis,,OLUOCH ADIS,4CFCCB61-396C-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/thomas-mboya-kwanga/,10295,2694,1043B808-B36B-E211-A5C8-005056870012,Thomas Mboya Kwanga,,THOMAS MBOYA KWANGA,1043B808-B36B-E211-A5C8-005056870012,
,,,Old,Dalmas Otieno Anyango,http://localhost:8000/person/dalmas-otieno/,5661,130,,Dalmas Anyango Otieno,Dalmas Otieno,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
TARBAJ,Constituency,National Assembly Rep.,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,http://localhost:8000/person/abdi-abdullahi-idris/,10601,2847,CC50BC2D-3669-E211-9497-005056870012,Abdi Abdullahi Idris,,ABDI ABDULLAHI IDRIS,CC50BC2D-3669-E211-9497-005056870012,
,,,,,http://localhost:8000/person/mahat-ahmed-dore/,10599,2846,426818EE-8569-E211-B91E-005056870012,Mahat Ahmed Dore,,MAHAT AHMED DORE,426818EE-8569-E211-B91E-005056870012,
,,,,,http://localhost:8000/person/mohamed-ibrahim-elmi/,10603,2848,8AA169E6-C36B-E211-A5C8-005056870012,Mohamed Ibrahim Elmi,,MOHAMED IBRAHIM ELMI,8AA169E6-C36B-E211-A5C8-005056870012,
,,,,,http://localhost:8000/person/ugas-sheikh-mohamed/,10597,2845,95838050-9F67-E211-8158-00505687000D,Ugas Sheikh Mohamed,,UGAS SHEIKH MOHAMED,95838050-9F67-E211-8158-00505687000D,
,,,Old,Mohamed Ibrahim Elmi,http://localhost:8000/person/Mohamed-Elmi/,5633,82,,Mohamed Ibrahim Elmi,,,,
